COUNTRY_ISO_CODE_2,CUSTOMS_OFFICE_NAME,CUSTOMS_PROVINCE_NAME,DECLARATION_DATE,DECLARATION_NUMBER,EXCHANGE_RATE,EXPORTER_ADDRESS_EN,EXPORTER_ADDRESS_VN,EXPORTER_ID,EXPORTER_NAME_EN,EXPORTER_NAME_VN,EXPORTER_PHONE,EXPORTER_POSTAL_CODE,EXPORT_TAX_RATE,FOREIGN_CURRENCY,HS_CODE,HS_CODE_2,HS_CODE_4,IMPORTER_ADDRESS,IMPORTER_COUNTRY,IMPORTER_NAME,INCOTERMS,PAYMENT_METHOD,PRODUCT_DESC_EN,PRODUCT_DESC_VN,QTY,_id,TOTAL_PRICE_IN_FOREIGN_CURRENCY,TOTAL_PRICE_IN_USD,TRANS_TYPE_CODE,TRANS_TYPE_NAME,TYPE_OF_EXPORT,UNIT,UNIT_PRICE_IN_FOREIGN_CURRENCY,UNIT_PRICE_IN_USD,HS_CODE_DESCRIPTION,EXPORTER_NAME_EN_extracted_info,EXPORTER_NAME_EN_manufacturer
NL,HQHANAM,NINH BINH,2025-08-01T00:00:00Z,307631438020,25960.0,LOT CN01 DONG VAN INDUSTRIAL PARK III DONG VAN WARD DUY TIEN TOWN HA NAM PROVINCE VIETNAM,"LÔ ĐẤT CN01, KHU CÔNG NGHIỆP ĐỒNG VĂN III, PHƯỜNG ĐỒNG VĂN, TỈNH NINH BÌNH, VIỆT NAM",700837869,NEWEB VIETNAM CO LIMITED,CÔNG TY TNHH NEWEB VIỆT NAM,(886)03.6667799,,0.0,USD,85176251,85,8517,20 PARK AVENUE II HSINCHU SCIENCE PARK HSINCHU 308 TAIWAN HSINCHU 300 TAIWAN TW,NETHERLANDS,WNC CORPORATION,FCA,KC,"81REAQ10.GK1#&AMP;EQUIPMENT TRANSCEIVER WIFI WIRELESS ACCESS POINTS, MODEL :B-Q5BK-5, BRAND: CISCO, VOLTAGE: 42.5-57V, 0.81-1.08 A. NEW 100%.#&AMP;VN","81REAQ10.GK1#&THIẾT BỊ THU PHÁT WIFI WIRELESS ACCESS POINTS, MODEL :B-Q5BK-5, NHÃN HIỆU: CISCO, ĐIỆN ÁP: 42.5-57V, 0.81-1.08A. HÀNG MỚI 100%.#&VN",1200,2f794b4c-e224-4d80-9796-1cf3e492a188,230433.552,230433.552,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,192.02796,192.02796,WIRELESS LANS,Cisco B-Q5BK-5,Cisco
UK,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307630878350,25960.0,PART OF LOT CNSG-04 CNSG-06 VAN TRUNG INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"MỘT PHẦN CÁC LÔ CNSG-04, CNSG-06 KCN VÂN TRUNG, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400853729,CE LINK VIET NAM COMPANY LIMITED,CÔNG TY TNHH CE LINK VIỆT NAM,0204 3900 190-3071,,0.0,USD,85176249,85,8517,UNIT 1501 15/F. STELUX HOUSE 698 PRINCE EDWARD ROAD EAST SAN PO KONG KOWLOON HONG KONG HK,UNITED KINGDOM,CE LINK LIMITED,FOB,KC,"D01011-00199#&AMP;SIGNAL CONVERTERS MDP-D MINI DP M TO DVI(24+5) F 30AWG, OD: 6.0 MM, L= 0.25 M, P/N: DP2DVI2#&AMP;VN","D01011-00199#&BỘ CHUYỂN ĐỔI TÍN HIỆU MDP-D MINI DP M TO DVI(24+5) F 30AWG, OD: 6.0MM, L= 0.25M, P/N: DP2DVI2#&VN",3640,6101cf33-2512-4a17-a71b-1e0796a0dce9,5791.422,5791.422,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,1.59105,1.59105,OTHER,,
HK,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307631468820,25960.0,LOT I-11 STREET D2 HI-TECH PARK TANG NHON PHU B WARD THU DUC CITY HO CHI MINH CITY VIETNAM,"LÔ I-11, ĐƯỜNG D2, KHU CÔNG NGHỆ CAO, PHƯỜNG TĂNG NHƠN PHÚ, TP HCM, VIỆT NAM",313055543,SAMSUNG ELECTRONICS HCMC CE COMPLEX CO LIMITED,CÔNG TY TNHH ĐIỆN TỬ SAMSUNG HCMC CE COMPLEX,028.6285.5998,,0.0,USD,85176251,85,8517,33/F. CENTRAL PLAZA 18 HARBOUR ROAD WANCHAI HONG KONG HONG KONG HK,HONG KONG,SAMSUNG ELECTRONICS HONGKONG CO LIMITED,FOB,KC,"BN59-01447A#&AMP;EQUIPMENT RECEIVER WIFI_TÁI FROM STT 16 OF TK 107376029240/A42 (100% BRAND NEW, NOT THROUGH THE PROCESS OF SD,GC,CB)#&AMP;CN","BN59-01447A#&THIẾT BỊ NHẬN SÓNG WIFI_TÁI XUẤT TỪ STT 16 CỦA TK 107376029240/A42 (HÀNG MỚI 100%, CHƯA QUA QUÁ TRÌNH SD,GC,CB)#&CN",2,cbb3172b-91cd-421f-8644-da77c2b5d081,9.02,9.02,SEA,SEA,RETURNED EXPORT FOR CARGOES IMPORTED,PCE,4.51,4.51,WIRELESS LANS,Samsung BN59-01447A,Samsung
UK,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307630878350,25960.0,PART OF LOT CNSG-04 CNSG-06 VAN TRUNG INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"MỘT PHẦN CÁC LÔ CNSG-04, CNSG-06 KCN VÂN TRUNG, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400853729,CE LINK VIET NAM COMPANY LIMITED,CÔNG TY TNHH CE LINK VIỆT NAM,0204 3900 190-3071,,0.0,USD,85176249,85,8517,UNIT 1501 15/F. STELUX HOUSE 698 PRINCE EDWARD ROAD EAST SAN PO KONG KOWLOON HONG KONG HK,UNITED KINGDOM,CE LINK LIMITED,FOB,KC,"D01011-00206#&AMP; SIGNAL CONVERTERS MDPD-15CM MINI DP M TO DVI(24+5) F 32AWG, OD: 4.8 MM, L= 0.15 M, P/N: MDP2DVI#&AMP;VN","D01011-00206#& BỘ CHUYỂN ĐỔI TÍN HIỆU MDPD-15CM MINI DP M TO DVI(24+5) F 32AWG, OD: 4.8MM, L= 0.15M, P/N: MDP2DVI#&VN",300,6dfb4dd9-6158-4f22-99d1-5a38cdc69ad5,498.573,498.573,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,1.66191,1.66191,OTHER,,
HK,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307631468820,25960.0,LOT I-11 STREET D2 HI-TECH PARK TANG NHON PHU B WARD THU DUC CITY HO CHI MINH CITY VIETNAM,"LÔ I-11, ĐƯỜNG D2, KHU CÔNG NGHỆ CAO, PHƯỜNG TĂNG NHƠN PHÚ, TP HCM, VIỆT NAM",313055543,SAMSUNG ELECTRONICS HCMC CE COMPLEX CO LIMITED,CÔNG TY TNHH ĐIỆN TỬ SAMSUNG HCMC CE COMPLEX,028.6285.5998,,0.0,USD,85176251,85,8517,33/F. CENTRAL PLAZA 18 HARBOUR ROAD WANCHAI HONG KONG HONG KONG HK,HONG KONG,SAMSUNG ELECTRONICS HONGKONG CO LIMITED,FOB,KC,"BN59-01447A#&AMP;EQUIPMENT RECEIVER WIFI_TÁI FROM STT 16 OF TK 107376029240/A42 (100% BRAND NEW, NOT THROUGH THE PROCESS OF SD,GC,CB)#&AMP;CN","BN59-01447A#&THIẾT BỊ NHẬN SÓNG WIFI_TÁI XUẤT TỪ STT 16 CỦA TK 107376029240/A42 (HÀNG MỚI 100%, CHƯA QUA QUÁ TRÌNH SD,GC,CB)#&CN",1,2ad3057a-cdf5-4bea-88c7-803e4d1a6fc8,4.51,4.51,SEA,SEA,RETURNED EXPORT FOR CARGOES IMPORTED,PCE,4.51,4.51,WIRELESS LANS,Samsung BN59-01447A,Samsung
HK,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307631468820,25960.0,LOT I-11 STREET D2 HI-TECH PARK TANG NHON PHU B WARD THU DUC CITY HO CHI MINH CITY VIETNAM,"LÔ I-11, ĐƯỜNG D2, KHU CÔNG NGHỆ CAO, PHƯỜNG TĂNG NHƠN PHÚ, TP HCM, VIỆT NAM",313055543,SAMSUNG ELECTRONICS HCMC CE COMPLEX CO LIMITED,CÔNG TY TNHH ĐIỆN TỬ SAMSUNG HCMC CE COMPLEX,028.6285.5998,,0.0,USD,85176251,85,8517,33/F. CENTRAL PLAZA 18 HARBOUR ROAD WANCHAI HONG KONG HONG KONG HK,HONG KONG,SAMSUNG ELECTRONICS HONGKONG CO LIMITED,FOB,KC,"BN59-01409A#&AMP;EQUIPMENT RECEIVER WIFI_TÁI FROM STT 8 OF TK 107383260720/A42 (100% BRAND NEW, NOT THROUGH THE PROCESS OF SD,GC,CB)#&AMP;CN","BN59-01409A#&THIẾT BỊ NHẬN SÓNG WIFI_TÁI XUẤT TỪ STT 8 CỦA TK 107383260720/A42 (HÀNG MỚI 100%, CHƯA QUA QUÁ TRÌNH SD,GC,CB)#&CN",1,74d6f06e-b43d-4489-933d-e56ccc7734fa,7.29,7.29,SEA,SEA,RETURNED EXPORT FOR CARGOES IMPORTED,PCE,7.29,7.29,WIRELESS LANS,Samsung BN59-01409A,Samsung
TW,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631224260,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) TW,"TAIWAN, PROVINCE OF CHINA",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P52995#&AMP;ROUTER,UCGMAX01.FC (UCG-MAX) ( NETWORK SPEED: 1GBPS, POWER SUPPLY: AC INPUT 110V~240V, 50/60HZ, DC 5V/3A)#&AMP;VN","P52995#&BỘ ĐỊNH TUYẾN,UCGMAX01.FC (UCG-MAX) ( TỐC ĐỘ MẠNG: 1GBPS, NGUỒN: AC INPUT 110V~240V, 50/60HZ, DC 5V/3A)#&VN",2,6a67fa02-eb26-46ad-84fe-15a828c432f3,257.2052,257.2052,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,128.6026,128.6026,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",,
TW,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631225700,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) TW,"TAIWAN, PROVINCE OF CHINA",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P75236#&AMP;ROUTER,UCGUR001.FC (UCG-ULTRA)(NETWORK SPEED: 1~2.5 GBPS, SOURCE: 5V/3A)#&AMP;VN","P75236#&BỘ ĐỊNH TUYẾN,UCGUR001.FC (UCG-ULTRA)(TỐC ĐỘ MẠNG: 1~2.5GBPS, NGUỒN: 5V/3A)#&VN",2,c5e14a24-9049-4e22-8cd7-3c0e1763526c,134.0734,134.0734,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,67.0367,67.0367,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",,
UK,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307630878350,25960.0,PART OF LOT CNSG-04 CNSG-06 VAN TRUNG INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"MỘT PHẦN CÁC LÔ CNSG-04, CNSG-06 KCN VÂN TRUNG, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400853729,CE LINK VIET NAM COMPANY LIMITED,CÔNG TY TNHH CE LINK VIỆT NAM,0204 3900 190-3071,,0.0,USD,85176249,85,8517,UNIT 1501 15/F. STELUX HOUSE 698 PRINCE EDWARD ROAD EAST SAN PO KONG KOWLOON HONG KONG HK,UNITED KINGDOM,CE LINK LIMITED,FOB,KC,"D01011-00211#&AMP;SIGNAL CONVERTERS DPV12-15CM DP1.2 TO VGA ADAPTER 34AWG, OD: 4.5 MM, L= 0.15 M, P/N: DP2VGA3#&AMP;VN","D01011-00211#&BỘ CHUYỂN ĐỔI TÍN HIỆU DPV12-15CM DP1.2 TO VGA ADAPTER 34AWG, OD: 4.5MM, L= 0.15M, P/N: DP2VGA3#&VN",2100,d8e111df-ae2f-4769-a547-0e5b918d8a19,4910.346,4910.346,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,2.33826,2.33826,OTHER,,
US,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307632034900,25960.0,PLOT B-09 B-10 B-11 B-12 B-13 B-14 LOT CN7 STEEL STRUCTURE FACTORY NO. 33 AT LOT CN8-B04 AN DUONG INDUSTRIAL PARK COMMUNE HONG PHONG,"THỬA ĐẤT B-09 ĐẾN B-14 LÔ ĐẤT CN7, KCN AN DƯƠNG,PHƯỜNG AN PHONG, THÀNH PHỐ HẢI PHÒNG, VIỆT NAM",201937177,LIANYUE VIETNAM COMPANY LIMITED,CÔNG TY TNHH LIANYUE (VIỆT NAM),944618406,,0.0,USD,85176243,85,8517,10 MAUCHLY IRVINE CA 92618 US,UNITED STATES,TP LINK SYSTEMS INC,FOB,OA,"ES205GP(UN) Y256105#&AMP;ROUTERS, MODEL: ES205GP. NEW GOODS 100%#&AMP;VN","ES205GP(UN) Y256105#&BỘ ĐỊNH TUYẾN, MODEL: ES205GP. HÀNG MỚI 100%#&VN",264,9d91b8b2-ccb7-4003-8052-1e2c22c11b68,3907.2,3907.2,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,14.8,14.8,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",TP-Link ES205GP,TP-Link
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631576360,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176251,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P45636#&AMP;EQUIPMENT TRANSCEIVER WIRELESS SIGNAL,C9115AXI-K,C9115AXI-K01B,42.5~57V,13W~20.4 W#&AMP;VN","P45636#&THIẾT BỊ THU PHÁT TÍN HIỆU KHÔNG DÂY,C9115AXI-K,C9115AXI-K01B,42.5~57V,13W~20.4W#&VN",10,178ccc4e-4fd2-4251-b910-735b6fa38297,1116.2033,1116.2033,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,111.62033,111.62033,WIRELESS LANS,Cisco Catalyst 9115AXI,Cisco
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631576360,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176251,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P45709#&AMP;EQUIPMENT TRANSCEIVER WIRELESS SIGNAL,C9115AXI-K,C9115AXI-K00Z,42.5~57V,13W~20.4 W#&AMP;VN","P45709#&THIẾT BỊ THU PHÁT TÍN HIỆU KHÔNG DÂY,C9115AXI-K,C9115AXI-K00Z,42.5~57V,13W~20.4W#&VN",1,50669da4-1846-40a9-89ec-4d8995f105fe,113.50174,113.50174,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,113.50174,113.50174,WIRELESS LANS,Cisco Catalyst 9115AXI,Cisco
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631576360,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176251,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P71622#&AMP;EQUIPMENT TRANSCEIVER WIRELESS SIGNAL,C9115AXE-K,C9115AXE-K01W,42.5~57V,13W~21.4 W#&AMP;VN","P71622#&THIẾT BỊ THU PHÁT TÍN HIỆU KHÔNG DÂY,C9115AXE-K,C9115AXE-K01W,42.5~57V,13W~21.4W#&VN",9,df3becfc-a209-48aa-9e41-b1df3abc8e13,1249.79562,1249.79562,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,138.86618,138.86618,WIRELESS LANS,Cisco Catalyst 9115AXE,Cisco
TW,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631225700,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176243,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) TW,"TAIWAN, PROVINCE OF CHINA",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P52995#&AMP;ROUTER,UCGMAX01.FC (UCG-MAX) ( NETWORK SPEED: 1GBPS, POWER SUPPLY: AC INPUT 110V~240V, 50/60HZ, DC 5V/3A)#&AMP;VN","P52995#&BỘ ĐỊNH TUYẾN,UCGMAX01.FC (UCG-MAX) ( TỐC ĐỘ MẠNG: 1GBPS, NGUỒN: AC INPUT 110V~240V, 50/60HZ, DC 5V/3A)#&VN",2,7c9de85f-9d44-4cf8-a2c6-6cdaef870147,257.2052,257.2052,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,128.6026,128.6026,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",,
US,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307632034900,25960.0,PLOT B-09 B-10 B-11 B-12 B-13 B-14 LOT CN7 STEEL STRUCTURE FACTORY NO. 33 AT LOT CN8-B04 AN DUONG INDUSTRIAL PARK COMMUNE HONG PHONG,"THỬA ĐẤT B-09 ĐẾN B-14 LÔ ĐẤT CN7, KCN AN DƯƠNG,PHƯỜNG AN PHONG, THÀNH PHỐ HẢI PHÒNG, VIỆT NAM",201937177,LIANYUE VIETNAM COMPANY LIMITED,CÔNG TY TNHH LIANYUE (VIỆT NAM),944618406,,0.0,USD,85176243,85,8517,10 MAUCHLY IRVINE CA 92618 US,UNITED STATES,TP LINK SYSTEMS INC,FOB,OA,"ES205GP(UN) Y257109#&AMP;ROUTERS, MODEL: ES205GP. NEW GOODS 100%#&AMP;VN","ES205GP(UN) Y257109#&BỘ ĐỊNH TUYẾN, MODEL: ES205GP. HÀNG MỚI 100%#&VN",1736,de836d33-5347-4ce4-bc0a-60d8b4cdc128,25692.8,25692.8,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,14.8,14.8,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",TP-Link ES205GP,TP-Link
UK,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307630878350,25960.0,PART OF LOT CNSG-04 CNSG-06 VAN TRUNG INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"MỘT PHẦN CÁC LÔ CNSG-04, CNSG-06 KCN VÂN TRUNG, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400853729,CE LINK VIET NAM COMPANY LIMITED,CÔNG TY TNHH CE LINK VIỆT NAM,0204 3900 190-3071,,0.0,USD,85176249,85,8517,UNIT 1501 15/F. STELUX HOUSE 698 PRINCE EDWARD ROAD EAST SAN PO KONG KOWLOON HONG KONG HK,UNITED KINGDOM,CE LINK LIMITED,FOB,KC,"D01011-00202#&AMP;SIGNAL CONVERTERS DPV-25CM DP M TO VGA F 30AWG, OD: 6.0 MM, L= 0.25 M, P/N: DP2VGA2 #&AMP;VN","D01011-00202#&BỘ CHUYỂN ĐỔI TÍN HIỆU DPV-25CM DP M TO VGA F 30AWG, OD: 6.0MM, L= 0.25M, P/N: DP2VGA2 #&VN",3220,fd3b3bc3-9b54-47f1-b876-f3150b33a8c9,7944.0298,7944.0298,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,2.46709,2.46709,OTHER,,
US,HQVINHPHUC,PHU-THO,2025-08-01T00:00:00Z,307631245850,25960.0,LOT F1-2-3 THANG LONG VINH PHUC INDUSTRIAL PARK TAM HOP COMMUNE BINH XUYEN DISTRICT VINH PHUC PROVINCE VIETNAM,"LÔ F1-2-3, KCN THĂNG LONG VĨNH PHÚC, XÃ BÌNH NGUYÊN, TỈNH PHÚ THỌ, VIỆT NAM",2500689367,VIETNAM ACCTON TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH ACCTON TECHNOLOGY VIỆT NAM,866316668,,0.0,USD,85176243,85,8517,NO. 1 ZHIHUI 1ST RD. BEIXING VIL. ZHUBEI CITY HSINCHU COUNTY 302059 TAIWAN (R.O.C.) TW,UNITED STATES,ACCTON TECHNOLOGY CORPORATION,FOB,OA,"25FP29J4654401A#&AMP;SWITCHES SWITCH (THE SWITCH), THE PRODUCT MMDS, EX3400-48T, CUMSHOT, ITEM 44 IN II CATEGORY SPMMDS XK/80/GPXNK-BCY/07/02/2025. 100% BRAND NEW, P/N: FP29J4654401A#&AMP;VN","25FP29J4654401A#&THIẾT BỊ CHUYỂN MẠCH SWITCH (BỘ CHIA MẠNG), SẢN PHẨM MMDS, EX3400-48T, XUẤT MỤC 44 THUỘC II DANH MỤC SPMMDS XK/80/GPXNK-BCY/07/02/2025. HÀNG MỚI 100%, P/N: FP29J4654401A#&VN",128,93cecb5e-c443-47fb-8caf-af0832d913e4,58456.32,58456.32,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,456.69,456.69,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Juniper EX3400-48T,Juniper Networks
US,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307632034900,25960.0,PLOT B-09 B-10 B-11 B-12 B-13 B-14 LOT CN7 STEEL STRUCTURE FACTORY NO. 33 AT LOT CN8-B04 AN DUONG INDUSTRIAL PARK COMMUNE HONG PHONG,"THỬA ĐẤT B-09 ĐẾN B-14 LÔ ĐẤT CN7, KCN AN DƯƠNG,PHƯỜNG AN PHONG, THÀNH PHỐ HẢI PHÒNG, VIỆT NAM",201937177,LIANYUE VIETNAM COMPANY LIMITED,CÔNG TY TNHH LIANYUE (VIỆT NAM),944618406,,0.0,USD,85176243,85,8517,10 MAUCHLY IRVINE CA 92618 US,UNITED STATES,TP LINK SYSTEMS INC,FOB,OA,"ARCHER AX3000(US) Y254295#&AMP;ROUTERS, MODEL: ARCHER AX3000. NEW GOODS 100%#&AMP;VN","ARCHER AX3000(US) Y254295#&BỘ ĐỊNH TUYẾN, MODEL: ARCHER AX3000. HÀNG MỚI 100%#&VN",1560,3682a609-0046-495b-84c0-eaa0621ba0d6,43056.0,43056.0,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,27.6,27.6,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",TP-Link Archer AX3000,TP-Link
