DESTINATION_COUNTRY,BUYER_ADDRESS,BUYER_NAME,COUNTRY_ISO_CODE_2,CURRENCY,EXPORTER_ADDRESS,EXPORTER_NAME,EXP_DATE,FOB_VALUE,GROSS_WEIGHT,HS_CODE,INCOTERMS,NET_WEIGHT,PACKAGE_UNIT,PRODUCT_DESCRIPTION,QUANTITY_OF_PACKAGE,_id,HS_CODE_DESCRIPTION,initial_id
SINGAPORE,,CISCO SYSTEMS USA PRIVATE LIMITED,SG,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,3987.44,9,85176249,DAP,5,PK,1 PIECE MERAKI MS350-48FP L3 STCK CLD-MNGD 48XGIGE 740W POE SWITCH,0,cfc511ff-4f6b-4926-8098-f8588617d3f5,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,46
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,470.6,1.09,85176299,CFR,0.98,PK,TELECOMMUNICATION EQUIPMENT NTK605MAE5 ACCESS PANEL FOR 6500 32,0,b710e10b-2e0d-4032-88ea-30cc5f8eeaf1,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",47
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,9397.75,21.79,85176299,CFR,19.61,PK,TELECOMMUNICATION EQUIPMENT NTK554HC SUBMARINE LINE IDLER 10 CHANNEL SLIC10 FLEX C BAND CIRCUIT PACK,0,304cfc9e-2a1b-4229-b3dc-b6155af5ec20,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",48
HONG KONG,,FLEXTRONICS MANUFACTURING ZHUHAI,HK,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,14267.65,15,85176249,DAP,13,PK,"ASR1002-X = ^^CISCO ASR1002-X CHASSIS, 6X1GE, OPTIONAL P/S, 4GB DRAM FOX1842GVVF",1,c7d4f26a-3ead-44fc-9d3a-64733c1050c1,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,49
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,1891.62,4.39,85176299,CFR,3.95,PK,TELECOMMUNICATION EQUIPMENT NTK552FAE5 MIDSTAGE LINE AMPLIFIER 2 MLA2 C BAND CIRCUIT PACK,0,a21bb3e2-5efa-4a30-8dda-7b15a1de02b6,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",50
SINGAPORE,,CISCO SYSTEMS USA PRIVATE LIMITED,SG,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,235592.56,5,85176249,DAP,4,PK,1 PIECE NCS1K4 12X QSFP28 2 TRUNK C-BAND DWDM CARD,1,12646d7f-c3e4-43b7-ae72-425fe210b8bc,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,51
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,4933.58,11.44,85176299,CFR,10.29,PK,TELECOMMUNICATION EQUIPMENT NTK553LA WAVELENGTH SELECTIVE SWITCH WSS FLEX C BAND W OPM 9X1 CIRCUIT PACK,0,41156dc8-e0c8-4806-a52f-e13cba04c9a3,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",52
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,2133.44,4.95,85176299,CFR,4.45,PK,TELECOMMUNICATION EQUIPMENT NTK552GAE5 MIDSTAGE LINE AMPLIFIER 3 MLA3 C BAND CIRCUIT PACK,0,5145e0eb-1091-4d5c-a637-55580c47f4e2,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",53
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,13261,30.74,85176299,CFR,27.67,PK,"TELECOMMUNICATION EQUIPMENT NTRP5541401 TEST CARD, 10 LASER SOURCE BULK MODULATOR BASED ON SLIC10 CARD",0,2607e3f3-213c-4254-8379-03196fd75ffc,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",54
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,2133.44,4.95,85176299,CFR,4.45,PK,TELECOMMUNICATION EQUIPMENT NTK552GAE5 MIDSTAGE LINE AMPLIFIER 3 MLA3 C BAND CIRCUIT PACK,0,dd78f19c-8ae3-4c48-8e4d-1316ece9389f,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",55
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,2482.61,5.76,85176299,CFR,5.18,PK,TELECOMMUNICATION EQUIPMENT NTK552KA SWITCHABLE LINE AMPLIFIER XLA C BAND CIRCUIT PACK,0,78f40f05-01c3-486e-9101-4a5c476514f5,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",56
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,1468.53,3.4,85176299,CFR,3.06,PK,TELECOMMUNICATION EQUIPMENT NTZF06KF 6500 REL 10.11 NTK555FAE5 SHELF PROCESSOR SP 2 DUAL CPU FOR 6500 7 14 32 KIT,0,e23d0ac0-0b37-4179-8d47-77aa5014f6af,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",57
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,13261,30.74,85176299,CFR,27.67,PK,"TELECOMMUNICATION EQUIPMENT NTRP5541401 TEST CARD, 10 LASER SOURCE BULK MODULATOR BASED ON SLIC10 CARD",0,9f642740-b34e-4134-8c27-462d7da0d469,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",58
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,716.03,1.66,85176299,CFR,1.49,PK,"TELECOMMUNICATION EQUIPMENT BB SR30519110 ROUTER, SMARTFLEX ADVANTECH PN BB SR30519110",0,d84e8fc9-5f73-43ee-b594-705fb2248d86,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",59
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,6143.83,14.24,85176299,CFR,12.82,PK,TELECOMMUNICATION EQUIPMENT NTK540CE WL5E MOTR SUBMARINE 6 PORT 1X QSFP DD 5X QSFP28 CIRCUIT PACK,0,de55c741-a73a-4055-bed5-b4f3d9d39175,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",60
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,2133.44,4.95,85176299,CFR,4.45,PK,TELECOMMUNICATION EQUIPMENT NTK552GAE5 MIDSTAGE LINE AMPLIFIER 3 MLA3 C BAND CIRCUIT PACK,0,3a2d49ed-a3d0-4d77-b0eb-18e83a86ed24,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",61
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,2701.19,6.26,85176299,CFR,5.64,PK,TELECOMMUNICATION EQUIPMENT NTK528YA INLINE SUBMARINE SUPERVISORY ISS C BAND CIRCUIT PACK,0,2d1945bc-e0fb-48cf-9b21-7c491837ff0f,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",62
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,6268.04,14.53,85176299,CFR,13.08,PK,TELECOMMUNICATION EQUIPMENT NTK539UH EDC100G WL3 OCLD PREMIUM 1XOTU4 C BAND CIRCUIT PACK,0,10a98aa7-6fa4-46a4-9d91-067277d48b2d,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",63
JAPAN,,CISCO SYSTEMS G K,JP,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,576.07,4,85176249,DAP,3,PK,1 PIECE CISCO UCS VIC 1455 QUAD PORT 10/25G SFP28 CNA PCIE,0,02f6f347-0429-4a15-a35e-3e16d9f9dc81,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,64
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,4933.58,11.44,85176299,CFR,10.29,PK,TELECOMMUNICATION EQUIPMENT NTK553LA WAVELENGTH SELECTIVE SWITCH WSS FLEX C BAND W OPM 9X1 CIRCUIT PACK,0,63b9ad79-0e1c-4849-97a5-12ed1ba252b8,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",65
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,4933.58,11.44,85176299,CFR,10.29,PK,TELECOMMUNICATION EQUIPMENT NTK553LA WAVELENGTH SELECTIVE SWITCH WSS FLEX C BAND W OPM 9X1 CIRCUIT PACK,0,f9d7b562-c3a4-4b81-a744-38cf4c0e80b7,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",66
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,6064.61,14.06,85176299,CFR,12.65,PK,TELECOMMUNICATION EQUIPMENT NTK539UE EDC100G WL3 OCLD SUBMARINE 1XOTU4 C BAND CIRCUIT PACK,0,eeee76e0-19f5-43db-b0a9-b8d2d2f58ad1,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",67
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,13261,30.74,85176299,CFR,27.67,PK,"TELECOMMUNICATION EQUIPMENT NTRP5541401 TEST CARD, 10 LASER SOURCE BULK MODULATOR BASED ON SLIC10 CARD",0,6e51ac05-1d45-4456-bffa-0c9ed7aa1217,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",68
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,6934.26,16.08,85176299,CFR,14.47,PK,TELECOMMUNICATION EQUIPMENT NTK539QN FLEX3 WL3E OCLD SUBM W EDFA NXOTU4 C BAND CIRCUIT PACK,0,c86943db-94fe-4174-911f-a75a0fdd4258,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",69
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,6934.26,16.08,85176299,CFR,14.47,PK,TELECOMMUNICATION EQUIPMENT NTK539QN FLEX3 WL3E OCLD SUBM W EDFA NXOTU4 C BAND CIRCUIT PACK,0,3d872139-1484-4dbc-ad50-70ef1d36e9d1,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",70
SINGAPORE,,CISCO SYSTEMS USA PRIVATE LIMITED,SG,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,3580.43,7,85176249,DAP,5,PK,1 PIECE MERAKI MS390 48M5G L3 UPOE SWITCH,0,c8f6e17b-ca40-4ca3-a59b-06d833f2d438,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,71
HONG KONG,,FLEXTRONICS MANUFACTURING ZHUHAI,HK,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,1639.86,8,85176249,DAP,7,PK,"WS-C2960X-48TS-L ^CATALYST 2960-X 48 GIGE, 4 X 1G SFP, LAN BASE FCW2113B23A",0,9326729b-6cdb-4530-88b5-61fddc025edd,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,72
HONG KONG,,FLEXTRONICS MANUFACTURING ZHUHAI,HK,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,2037.82,8,85176249,DAP,7,PK,"WS-C2960X-48FPS-L ^CATALYST 2960-X 48 GIGE POE 740W, 4 X 1G SFP, LAN BASE FCW2132A5MZ",0,92f4238b-c635-42a8-a20f-531a3ee20576,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,73
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,4739,10.99,85176299,CFR,9.89,PK,TELECOMMUNICATION EQUIPMENT MXS 9101 01 08 B 91 OPTICAL SWITCH CIENA P N MXS 9101 01 08 B 91,0,a856e218-4a6c-4d44-9b69-02873b7dd19e,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",74
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,1891.62,4.39,85176299,CFR,3.95,PK,TELECOMMUNICATION EQUIPMENT NTK552FAE5 MIDSTAGE LINE AMPLIFIER 2 MLA2 C BAND CIRCUIT PACK,0,34b5b4b9-e35b-420d-8d86-c0f5bfd3703f,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",75
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,6560.78,15.21,85176299,CFR,13.69,PK,TELECOMMUNICATION EQUIPMENT NTK553GB SELECTIVE MUX DEMUX SMD FLEX C BAND 8X1 CIRCUIT PACK,0,b77bbda8-262b-40ed-aa7d-b5727054edd3,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",76
JAPAN,,CISCO SYSTEMS G K,JP,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,20764.69,5,85176249,DAP,4,PK,1 PIECE ASR 9000 ROUTE SWITCH PROCESSOR 5 FOR PACKET TRANSPORT SPAR,1,c3232caf-be0f-4fde-874a-d9a0e0623b6a,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,77
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,1891.62,4.39,85176299,CFR,3.95,PK,TELECOMMUNICATION EQUIPMENT NTK552FAE5 MIDSTAGE LINE AMPLIFIER 2 MLA2 C BAND CIRCUIT PACK,0,3de467a4-f445-4e3c-9218-6a8723a3d2ce,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",78
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,13261,30.74,85176299,CFR,27.67,PK,"TELECOMMUNICATION EQUIPMENT NTRP5541401 TEST CARD, 10 LASER SOURCE BULK MODULATOR BASED ON SLIC10 CARD",0,c950c8b0-63be-4e10-9feb-392f0db55c2a,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",79
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,6143.83,14.24,85176299,CFR,12.82,PK,TELECOMMUNICATION EQUIPMENT NTK540CE WL5E MOTR SUBMARINE 6 PORT 1X QSFP DD 5X QSFP28 CIRCUIT PACK,0,4b306f89-6417-4937-8913-b4fc488636b5,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",80
CANADA,,CIENA CANADA ULC,CA,USD,205 DONA EUSEBIA BUILDING 611 QUIRINO AVENUE SAN DIONISIOPARANAQUE CITY 1700PHILIPPINES,GOBAQ IMPEX CORPORATION,2025-09-19T00:00:00Z,9397.75,21.79,85176299,CFR,19.61,PK,TELECOMMUNICATION EQUIPMENT NTK554HC SUBMARINE LINE IDLER 10 CHANNEL SLIC10 FLEX C BAND CIRCUIT PACK,0,4cd9632f-8b4d-4dbe-8090-24458ac21a84,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",81
SINGAPORE,,CISCO SYSTEMS USA PRIVATE LIMITED,SG,USD,"C103 G/F, STANDFORD TOWER CONDO 1870 M.H. DEL PILAR ST., BRGY. 699,076MALATE / MANILA 1004PHILIPPINES",BORDERTRADE MANAGEMENT INC,2025-09-19T00:00:00Z,2074.82,10.8,85176249,DAP,9,PK,1 PIECE MERAKI MS125-48FP 10G L2 CLD-MNGD 48X GIGE 740W POE SWITCH,0,b89c8c18-4edd-44ef-8f9a-24816edcb93b,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,82
HUNGARY,,NOKIA SOLUTIONS AND NETWORKS,HU,USD,"PHILIPPINES, INC./ 18F THE CURVE BLDG. 32ND ST. COR. 3RD AVE.BGC, TAGUIG CITY 1634PHILIPPINES",NOKIA SOLUTIONS AND NETWORKS,2025-09-18T00:00:00Z,139.2,51.75,85176210,DAP,48.75,PK,FHPD AIRSCALE RRH 2T2R B28 120W,0,325bc5d0-4e73-4041-a55e-1697fb36bfc4,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",83
HUNGARY,,NOKIA SOLUTIONS AND NETWORKS,HU,USD,"PHILIPPINES, INC./ 18F THE CURVE BLDG. 32ND ST. COR. 3RD AVE.BGC, TAGUIG CITY 1634PHILIPPINES",NOKIA SOLUTIONS AND NETWORKS,2025-09-18T00:00:00Z,98.42,48.5,85176210,DAP,46.5,PK,FHPD AIRSCALE RRH 2T2R B28 120W,0,ed517853-41b8-45b7-b6d2-659ec2746a45,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",84
INDONESIA,,PT SINAR SAMUDRA GLOBAL,ID,USD,3 STA. AGUEDA AVE. PASCOR DRIVE STO . NINO PARANAQUE CITY 1700 PHILIPPINES,ALTA GLOBAL SERVICES INC,2025-09-18T00:00:00Z,18.07,1.86,85176299,CFR,0.37,NE,LAN HUB TP LINK 8 PORT GIGABIT,0,3d792985-0e8e-4d01-bf3e-dcf18c5b9603,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",85
HUNGARY,,NOKIA SOLUTIONS AND NETWORKS,HU,USD,"PHILIPPINES, INC./ 18F THE CURVE BLDG. 32ND ST. COR. 3RD AVE.BGC, TAGUIG CITY 1634PHILIPPINES",NOKIA SOLUTIONS AND NETWORKS,2025-09-18T00:00:00Z,46.4,32.5,85176210,DAP,30.5,PK,AHPC AIRSCALE RRH 2T4R B28 120W,0,daa32a09-0e08-421b-b12c-b3957b77be67,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",86
HUNGARY,,NOKIA SOLUTIONS AND NETWORKS,HU,USD,"PHILIPPINES, INC./ 18F THE CURVE BLDG. 32ND ST. COR. 3RD AVE.BGC, TAGUIG CITY 1634PHILIPPINES",NOKIA SOLUTIONS AND NETWORKS,2025-09-18T00:00:00Z,689.04,276.75,85176210,DAP,272.25,PK,AHPMDB AIRSCALE RRH 2T4R B8/20/28 240W,0,94b42993-0328-4197-b0f9-c45cfe8e7369,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",87
