product_desc,product_category
"052-3235-D02XP#&MACH.FOR RECEPTOR.CONVERSIONTRANSMISSION / ROGER 17 (02) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3261-0000002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER PASS-AROUND REF (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3261-000005#&MACH.FOR RECEPTOR. CONVERSION TRANSMISSION / ROGER PASS-AROUND FOR JAPAN (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3261-0000052#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER PASS-AROUND FOR JAPAN REF (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3291-D02Q3#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 19 (02) (CARRIBEAN PIRATE) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3293-000T502#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER PEN 1.1 REF (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS RECEIVER
"052-3299#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER MULTIMEDIA HUB (AUDIO SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",AUDIO SIGNAL TRANSMISSION DEVICE
"052-3299-0000002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER MULTIMEDIA HUB REF (AUDIO SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",AUDIO SIGNAL TRANSMISSION DEVICE
"052-3469-D02V1#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (ANTHRACITE) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3469-D02V2#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (BEIGE) (EQUIPMENT FOR SIGNAL ACQUISITION, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",EQUIPMENT FOR SIGNAL ACQUISITION
"052-3469-D02V2#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (BEIGE) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3469-D02V3#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (BLACK) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3469-D02V4#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (EBONY) (EQUIPMENT FOR SIGNAL ACQUISITION, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",EQUIPMENT FOR SIGNAL ACQUISITION
"052-3469-D02V4#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (EBONY) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3469-D02V5#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (NORDIC GREY) (EQUIPMENT FOR SIGNAL ACQUISITION, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",EQUIPMENT FOR SIGNAL ACQUISITION
"052-3469-D02V5#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (NORDIC GREY) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3469-D02V6#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER 21 (02) (WHITE) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"052-3476#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER REPEATER (AUDIO RECEPTION RANGE EXTENDER, HEARING AID ACCESSORY)#&VN",AUDIO RECEPTION RANGE EXTENDER
"052-3476-000005#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER REPEATER FOR JAPAN (SIGNAL AMPLIFIER, USED TO EXPAND THE TRANSMISSION RANGE OF HEARING AIDS)#&VN",SIGNAL AMPLIFIER
"052-3488-X02#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER X (02) DEMO INSTRUMENT (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"054-0962#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / MAV RECEIVER 0L (HEARING AID SOUND SPEAKER)#&VN",HEARING AID SOUND SPEAKER
"054-0964#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / MAV RECEIVER 2L (HEARING AID SOUND SPEAKER)#&VN",HEARING AID
"054-0965#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / MAV RECEIVER 3L (HEARING AID SOUND SPEAKER)#&VN",HEARING AID
"054-0968#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / MAV RECEIVER 2R (HEARING AID SOUND SPEAKER)#&VN",HEARING AID
"054-0969#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / MAV RECEIVER 3R (HEARING AID SOUND SPEAKER)#&VN",HEARING AID
054-1103#&MAV RECEIVER 6.0 0L (HEARING AID SIGNAL RECEIVING AND SOUND REPRODUCTION MODULE)#&VN,HEARING AID
054-1104#&MAV RECEIVER 6.0 0R (HEARING AID SIGNAL RECEIVING AND SOUND REPRODUCTION MODULE)#&VN,HEARING AID
054-1106#&MAV RECEIVER 6.0 1R (HEARING AID SIGNAL RECEIVING AND SOUND REPRODUCTION MODULE)#&VN,HEARING AID
054-1107#&MAV RECEIVER 6.0 2L (HEARING AID SIGNAL RECEIVING AND SOUND REPRODUCTION MODULE)#&VN,HEARING AID
054-1111#&MAV RECEIVER 6.0 3R (HEARING AID SIGNAL RECEIVING AND SOUND REPRODUCTION MODULE)#&VN,HEARING AID
054-1125#&CROS TUBE 6.0 0L (HEARING AID SPEAKER MODULE)#&VN,HEARING AID
054-1127#&CROS TUBE 6.0 1L (HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE)#&VN,HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE
054-1128#&CROS TUBE 6.0 1R (HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE)#&VN,HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE
054-1129#&CROS TUBE 6.0 2L (HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE)#&VN,HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE
054-1130#&CROS TUBE 6.0 2R (HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE)#&VN,HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE
054-1131#&CROS TUBE 6.0 3L (HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE)#&VN,HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE
054-1132#&CROS TUBE 6.0 3R (HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE)#&VN,HEARING AID AUDIO SIGNAL TRANSCEIVER MODULE
"054-1180#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 0L (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER OF HEARING AID
"054-1181#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 1L (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER OF HEARING AID
"054-1182#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 2L (PARTS TRANSCEIVER AUDIO SIGNAL OF THE HEARING AID DEVICE)#&AMP;VN",PARTS TRANSCEIVER AUDIO SIGNAL OF THE HEARING AID DEVICE
"054-1182#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 2L (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER OF HEARING AID
"054-1183#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 3L (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER
"054-1184#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 0R (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER
"054-1185#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 1R (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER
"054-1186#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 2R (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER
"054-1187#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / CROS TUBE 5 3R (AUDIO SIGNAL TRANSCEIVER OF HEARING AID)#&VN",AUDIO SIGNAL TRANSCEIVER
"055-3033#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER INSTALLER (DEVICE TO TRANSMIT AUDIO SIGNAL TO HEARING AID, WIRELESS 2.4GHZ)#&VN",ROGER INSTALLER
055-3046-00003#&OTHER MADE-UP GOODS / DOCKING STATION ROGER ON V2 (CHARGING STATION FOR HEARING AID MICROPHONE)#&VN,DOCKING STATION
"056-3001-P1#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / NA��DA CI CONNECT (SAND BEIGE) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3001-P8#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / NAIDA CI CONNECT (VELVET BLACK) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3005-P6#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER FOCUS II-312 (SIGNAL RECEIVING DEVICE, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",SIGNAL RECEIVING DEVICE
"056-3005-P6#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II-312 (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",MACH.FOR RECEPTOR
"056-3005-P8#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II-312 (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",MACH.FOR RECEPTOR
"056-3006-H0#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER FOCUS II (SIGNAL RECEIVING DEVICE, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",MACH.FOR RECEPT.
"056-3006-H0#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",MACH.FOR RECEPTOR
"056-3006-M6#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER FOCUS II (SIGNAL RECEIVING DEVICE, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",MACH.FOR RECEPT.
"056-3006-M6#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",MACH.FOR RECEPTOR
"056-3006-M7#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",MACH.FOR RECEPTOR
"056-3006-M8#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",MACH.FOR RECEPTOR
"056-3006-P6#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",MACH.FOR RECEPTOR
"056-3006-P8#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",MACH.FOR RECEPTOR
"056-3006-Q2#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",HEARING AID ACCESSORY
"056-3006-Q3#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",HEARING AID ACCESSORY
"056-3006-T3#&MACH.FOR RECEPTOR.,CONVERSION,TRANSMISSION / ROGER FOCUS II (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",HEARING AID ACCESSORY
"056-3008-002003#&AMP;HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) HO CHI MINH CITY DEMO INSTRUMENT (DEVICE, SIGNAL RECEIVER, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-002003#&HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP DEMO INSTRUMENT (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-5A2#&HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-5A20001#&AMP;HEARING AID ACCESSORIES AND PARTS / SRM ROGER 20 (02) TP (DEVICE, SIGNAL RECEIVER, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-L82#&HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-L820001#&AMP;HEARING AID ACCESSORIES AND PARTS / SRM ROGER 20 (02) TP (DEVICE, SIGNAL RECEIVER, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-L820001#&HEARING AID ACCESSORIES AND PARTS / SRM ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-L92#&AMP;HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (DEVICE, SIGNAL RECEIVER, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-L92#&HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-L920001#&HEARING AID ACCESSORIES AND PARTS / SRM ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-M12#&AMP;HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (DEVICE, SIGNAL RECEIVER, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-M12#&HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-M120001#&HEARING AID ACCESSORIES AND PARTS / SRM ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-T12#&HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-T120001#&HEARING AID ACCESSORIES AND PARTS / SRM ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3008-T22#&HEARING AID ACCESSORIES AND PARTS / ROGER 20 (02) TP (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORIES)#&VN",HEARING AID ACCESSORIES AND PARTS
"056-3010-P500002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON REF (DEVICE TO TRANSMIT AUDIO SIGNAL TO HEARING AID, WIRELESS 2.4GHZ)#&VN","MACH.FOR RECEPT.,CONVERSION,TRANSMISSION"
"056-3010-P700002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON REF (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3011-P500002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON IN REF (DEVICE TO TRANSMIT AUDIO SIGNAL TO HEARING AID, WIRELESS 2.4GHZ)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3024-P7016#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON IN MICROPHONE JP-KR (JP PSU) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3026-P500002#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON V2 REF (CHAMPAGNE) (DEVICE TRANSMITTING THE AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&AMP;VN",AUDIO SIGNAL TRANSMITTER
"056-3026-P500002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON V2 REF (CHAMPAGNE) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3026-P700002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON V2 REF (GRAPHITE GRAY) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3026-P7012#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON V2 EU PSU (GRAPHITE GRAY) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3027-P500002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON IN V2 REF (CHAMPAGNE) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3027-P500032#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON IN V2 TRIAL REF (CHAMPAGNE) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3027-P5011#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON IN V2 US PSU (CHAMPAGNE) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-3027-P7016#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER ON IN V2 JP PSU (JP-KR, GRAPHITE) (DEVICE FOR TRANSMITTING AUDIO SIGNALS TO HEARING AIDS, HEARING AID ACCESSORIES)#&VN",AUDIO SIGNAL TRANSMITTER
"056-4004-P500002#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER NECKLOOP (02) REF (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
"056-4004-P5210#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER NECKLOOP (02) (W/O PLUG) (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS RECEIVER
"056-4004-P52103#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER NECKLOOP (02) DEMO (W/O PLUG) (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS RECEIVER
"056-4004-P5211#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER NECKLOOP (02) (US) (WIRELESS RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS RECEIVER
"056-4004-P5212#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER NECKLOOP (02) (EU) (SIGNAL RECEIVING DEVICE, WIRELESS ACCESSORIES OF HEARING AIDS)#&AMP;VN",SIGNAL RECEIVING DEVICE
"056-4004-P5212#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / ROGER NECKLOOP (02) (EU) (WIRELESS SIGNAL RECEIVER, HEARING AID ACCESSORY)#&VN",WIRELESS SIGNAL RECEIVER
0609-001520#&OPTICAL CONVERTER#&KR,OPTICAL CONVERTER
"076-0023-P520#&HEARING AID ACCESSORIES AND PARTS / PHONAK COMPILOT II INKL. US/EU POWER SUP (DEVICE THAT SUPPORTS CONNECTING HEARING AIDS TO OTHER DEVICES, VIA BLUETOOTH)#&VN",HEARING AID ACCESSORIES AND PARTS
076-0026-P809#&HEARING AID ACCESSORIES AND PARTS / ICUBE II INCL. USB ADAPTER (USB TO TRANSMIT SIGNAL FROM PC TO HEARING AID)#&VN,HEARING AID ACCESSORIES AND PARTS
"076-3006-06#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (NO EPS, BLACK) (EQUIPMENT FOR WIRELESS SIGNAL TRANSMISSION, ACCESSORIES OF HEARING AIDS)#&AMP;VN",TV CONNECTOR
"076-3006-06#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (NO EPS, BLACK) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR
"076-3006-06001#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / SRM TV CONNECTOR (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",SRM TV CONNECTOR
"076-3006-0611#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (US, BLACK) (EQUIPMENT FOR WIRELESS SIGNAL TRANSMISSION, ACCESSORIES OF HEARING AIDS)#&AMP;VN",TV CONNECTOR
"076-3006-0611#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (US, BLACK) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR
"076-3006-0612#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (EU, BLACK) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR
"076-3006-0616#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (JP, BLACK) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR
"076-4001-P510#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / PARTNERMIC WITHOUT PLUG (CHAMPAGNE) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",PARTNERMIC WITHOUT PLUG
"076-4001-P5101#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / SRM PARTNERMIC CHAMPAGNE (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",SRM PARTNERMIC CHAMPAGNE
"076-4001-P511#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / PARTNERMIC US PLUG (CHAMPAGNE) (EQUIPMENT FOR WIRELESS SIGNAL TRANSMISSION, ACCESSORIES OF HEARING AIDS)#&AMP;VN",PARTNERMIC US PLUG
"076-4001-P511#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / PARTNERMIC US PLUG (CHAMPAGNE) (WIRELESS TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN","MACH.FOR RECEPT.,CONVERSION,TRANSMISSION"
"076-4001-P512#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / PARTNERMIC EU PLUG (CHAMPAGNE) (WIRELESS TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN","MACH.FOR RECEPT.,CONVERSION,TRANSMISSION"
"076-4001-P516#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / PARTNERMIC JP PLUG CHAMPAGNE (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN","MACH.FOR RECEPT.,CONVERSION,TRANSMISSION"
"076-5049-06#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR EASY LINE (NO EPS, BLACK) (EQUIPMENT FOR WIRELESS SIGNAL TRANSMISSION, ACCESSORIES OF HEARING AIDS)#&AMP;VN",TV CONNECTOR EASY LINE
"076-5049-06#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR EASY LINE (NO EPS, BLACK) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR EASY LINE
"076-5049-0610065#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR D AUDIONOVA (NO EPS) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR D AUDIONOVA
"076-5049-0611#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR EASY LINE (US PLUG, BLACK) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR EASY LINE
"076-5049-0612#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR EASY LINE (EU PLUG, BLACK) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR EASY LINE
"076-5049-0612065#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR D AUDIONOVA (EU PLUG) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR D AUDIONOVA
"076-5049-0617004#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR EASY LINE (KOREA) (WIRELESS SIGNAL TRANSMISSION DEVICE, HEARING AID ACCESSORY)#&VN",TV CONNECTOR EASY LINE
